NO_MUNICIPIO_ESC,MESORREGIAO,PRESENCA
Arapuá,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.84
Araxá,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8317025440313112
Araçaí,METROPOLITANA DE BELO HORIZONTE,1.0
Araçuaí,JEQUITINHONHA,0.8983739837398373
Araújos,CENTRAL MINEIRA,0.6944444444444444
Arceburgo,SUL/SUDOESTE DE MINAS,0.75
Arcos,OESTE DE MINAS,0.8596491228070176
Areado,SUL/SUDOESTE DE MINAS,0.9397590361445783
Argirita,ZONA DA MATA,0.5625
Aricanduva,JEQUITINHONHA,0.8461538461538461
Arinos,NOROESTE DE MINAS,0.8070175438596491
Astolfo Dutra,ZONA DA MATA,0.7419354838709677
Ataléia,VALE DO MUCURI,0.8823529411764706
Augusto de Lima,CENTRAL MINEIRA,0.8636363636363636
Açucena,VALE DO RIO DOCE,0.5945945945945946
Baependi,SUL/SUDOESTE DE MINAS,0.865979381443299
Baldim,METROPOLITANA DE BELO HORIZONTE,0.7619047619047619
Bambuí,OESTE DE MINAS,0.906832298136646
Bandeira,JEQUITINHONHA,0.7894736842105263
Bandeira do Sul,SUL/SUDOESTE DE MINAS,0.8947368421052632
Barbacena,CAMPO DAS VERTENTES,0.8456299659477866
Barra Longa,ZONA DA MATA,0.8888888888888888
Barroso,CAMPO DAS VERTENTES,0.8583333333333333
Barão de Cocais,METROPOLITANA DE BELO HORIZONTE,0.9254658385093167
Barão de Monte Alto,ZONA DA MATA,0.75
Bela Vista de Minas,METROPOLITANA DE BELO HORIZONTE,0.9322033898305084
Belmiro Braga,ZONA DA MATA,1.0
Belo Horizonte,METROPOLITANA DE BELO HORIZONTE,0.8804529035843289
Belo Oriente,VALE DO RIO DOCE,0.6754385964912281
Belo Vale,METROPOLITANA DE BELO HORIZONTE,1.0
Berilo,JEQUITINHONHA,0.9117647058823529
Berizal,NORTE DE MINAS,0.8461538461538461
Bertópolis,VALE DO MUCURI,0.8181818181818182
Betim,METROPOLITANA DE BELO HORIZONTE,0.8402366863905325
Bias Fortes,ZONA DA MATA,0.9
Bicas,ZONA DA MATA,0.8484848484848485
Biquinhas,CENTRAL MINEIRA,1.0
Boa Esperança,SUL/SUDOESTE DE MINAS,0.8358778625954199
Bocaina de Minas,SUL/SUDOESTE DE MINAS,0.8
Bocaiúva,NORTE DE MINAS,0.9057377049180327
Bom Despacho,CENTRAL MINEIRA,0.7950530035335689
Bom Jardim de Minas,SUL/SUDOESTE DE MINAS,0.8461538461538461
Bom Jesus da Penha,SUL/SUDOESTE DE MINAS,0.782608695652174
Bom Jesus do Amparo,METROPOLITANA DE BELO HORIZONTE,0.9354838709677419
Bom Jesus do Galho,VALE DO RIO DOCE,0.9
Bom Repouso,SUL/SUDOESTE DE MINAS,0.631578947368421
Bom Sucesso,OESTE DE MINAS,0.8918918918918919
Bonfim,METROPOLITANA DE BELO HORIZONTE,0.8918918918918919
Bonfinópolis de Minas,NOROESTE DE MINAS,0.9130434782608695
Bonito de Minas,NORTE DE MINAS,0.8636363636363636
Borda da Mata,SUL/SUDOESTE DE MINAS,0.7209302325581395
Botelhos,SUL/SUDOESTE DE MINAS,0.8431372549019608
Botumirim,NORTE DE MINAS,0.8846153846153846
Brasilândia de Minas,NOROESTE DE MINAS,0.810126582278481
Brasília de Minas,NORTE DE MINAS,0.8770949720670391
Brazópolis,SUL/SUDOESTE DE MINAS,0.8412698412698413
Braúnas,VALE DO RIO DOCE,0.8571428571428571
Brumadinho,METROPOLITANA DE BELO HORIZONTE,0.891566265060241
Brás Pires,ZONA DA MATA,0.868421052631579
Bueno Brandão,SUL/SUDOESTE DE MINAS,0.6973684210526315
Buenópolis,CENTRAL MINEIRA,0.8245614035087719
Bugre,VALE DO RIO DOCE,0.9411764705882353
Buritis,NOROESTE DE MINAS,0.8695652173913043
Buritizeiro,NORTE DE MINAS,0.8133333333333334
Cabeceira Grande,NOROESTE DE MINAS,0.9047619047619048
Cabo Verde,SUL/SUDOESTE DE MINAS,0.8292682926829268
Cachoeira Dourada,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8333333333333334
Cachoeira da Prata,METROPOLITANA DE BELO HORIZONTE,0.9411764705882353
Cachoeira de Minas,SUL/SUDOESTE DE MINAS,0.7777777777777778
Cachoeira de Pajeú,JEQUITINHONHA,0.8873239436619719
Caetanópolis,METROPOLITANA DE BELO HORIZONTE,0.9
Caeté,METROPOLITANA DE BELO HORIZONTE,0.8707482993197279
Caiana,ZONA DA MATA,1.0
Cajuri,ZONA DA MATA,1.0
Caldas,SUL/SUDOESTE DE MINAS,0.6956521739130435
Camacho,OESTE DE MINAS,0.9473684210526315
Camanducaia,SUL/SUDOESTE DE MINAS,0.7121212121212122
Cambuquira,SUL/SUDOESTE DE MINAS,0.8333333333333334
Cambuí,SUL/SUDOESTE DE MINAS,0.7124183006535948
Campanha,SUL/SUDOESTE DE MINAS,0.8333333333333334
Campanário,VALE DO RIO DOCE,0.5714285714285714
Campestre,SUL/SUDOESTE DE MINAS,0.6914893617021277
Campina Verde,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7976190476190477
Campo Azul,NORTE DE MINAS,0.95
Campo Belo,OESTE DE MINAS,0.8509933774834437
Campo Florido,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7222222222222222
Campo do Meio,SUL/SUDOESTE DE MINAS,0.855072463768116
Campos Altos,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8461538461538461
Campos Gerais,SUL/SUDOESTE DE MINAS,0.8693467336683417
Cana Verde,OESTE DE MINAS,0.7560975609756098
Canaã,ZONA DA MATA,0.9666666666666667
Candeias,OESTE DE MINAS,0.859375
Cantagalo,VALE DO RIO DOCE,1.0
Canápolis,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7272727272727273
Caparaó,ZONA DA MATA,0.8461538461538461
Capela Nova,CAMPO DAS VERTENTES,0.8636363636363636
Capelinha,JEQUITINHONHA,0.8205128205128205
Capetinga,SUL/SUDOESTE DE MINAS,0.72
Capim Branco,METROPOLITANA DE BELO HORIZONTE,0.896551724137931
Capinópolis,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7567567567567568
Capitão Andrade,VALE DO RIO DOCE,0.8636363636363636
Capitão Enéas,NORTE DE MINAS,0.859375
Capitólio,SUL/SUDOESTE DE MINAS,0.8409090909090909
Caputira,ZONA DA MATA,0.7948717948717948
Caranaíba,CAMPO DAS VERTENTES,0.9166666666666666
Carandaí,CAMPO DAS VERTENTES,0.797979797979798
Carangola,ZONA DA MATA,0.8624338624338624
Caratinga,VALE DO RIO DOCE,0.8654708520179372
Caraí,JEQUITINHONHA,0.8604651162790697
Carbonita,JEQUITINHONHA,0.9242424242424242
Careaçu,SUL/SUDOESTE DE MINAS,0.8333333333333334
Carlos Chagas,VALE DO MUCURI,0.75
Carmo da Cachoeira,SUL/SUDOESTE DE MINAS,0.7631578947368421
Carmo da Mata,OESTE DE MINAS,0.7368421052631579
Carmo de Minas,SUL/SUDOESTE DE MINAS,0.8840579710144928
Carmo do Cajuru,OESTE DE MINAS,0.87
Carmo do Paranaíba,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8284023668639053
Carmo do Rio Claro,SUL/SUDOESTE DE MINAS,0.85
Carmésia,VALE DO RIO DOCE,0.8421052631578947
Carmópolis de Minas,OESTE DE MINAS,0.8
Carneirinho,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8846153846153846
Carrancas,CAMPO DAS VERTENTES,0.875
Carvalhos,SUL/SUDOESTE DE MINAS,0.8260869565217391
Carvalhópolis,SUL/SUDOESTE DE MINAS,0.84
Casa Grande,METROPOLITANA DE BELO HORIZONTE,0.9411764705882353
Cascalho Rico,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7142857142857143
Cataguases,ZONA DA MATA,0.8436213991769548
Catas Altas,METROPOLITANA DE BELO HORIZONTE,0.8888888888888888
Catas Altas da Noruega,METROPOLITANA DE BELO HORIZONTE,0.8
Catuji,VALE DO MUCURI,0.9259259259259259
Catuti,NORTE DE MINAS,0.8333333333333334
Caxambu,SUL/SUDOESTE DE MINAS,0.9137931034482759
Cedro do Abaeté,CENTRAL MINEIRA,0.8888888888888888
Central de Minas,VALE DO RIO DOCE,0.8181818181818182
Centralina,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8888888888888888
Chalé,ZONA DA MATA,0.875
Chapada Gaúcha,NORTE DE MINAS,0.7446808510638298
Chapada do Norte,JEQUITINHONHA,0.9174311926605505
Chiador,ZONA DA MATA,0.75
Chácara,ZONA DA MATA,0.7777777777777778
Cipotânea,ZONA DA MATA,0.7647058823529411
Claraval,SUL/SUDOESTE DE MINAS,0.3125
Claro dos Poções,NORTE DE MINAS,0.7948717948717948
Cláudio,OESTE DE MINAS,0.8536585365853658
Coimbra,ZONA DA MATA,0.9107142857142857
Coluna,VALE DO RIO DOCE,0.8275862068965517
Comendador Gomes,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8181818181818182
Comercinho,JEQUITINHONHA,0.9210526315789473
Conceição da Aparecida,SUL/SUDOESTE DE MINAS,0.9206349206349206
Conceição da Barra de Minas,CAMPO DAS VERTENTES,0.8095238095238095
Conceição das Alagoas,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6715328467153284
Conceição das Pedras,SUL/SUDOESTE DE MINAS,0.9473684210526315
Conceição de Ipanema,VALE DO RIO DOCE,0.875
Conceição do Mato Dentro,METROPOLITANA DE BELO HORIZONTE,0.8202247191011236
Conceição do Pará,OESTE DE MINAS,0.8333333333333334
Conceição do Rio Verde,SUL/SUDOESTE DE MINAS,0.7796610169491526
Conceição dos Ouros,SUL/SUDOESTE DE MINAS,0.7540983606557377
Confins,METROPOLITANA DE BELO HORIZONTE,0.7777777777777778
Congonhal,SUL/SUDOESTE DE MINAS,0.8095238095238095
Congonhas,METROPOLITANA DE BELO HORIZONTE,0.8757396449704142
Congonhas do Norte,METROPOLITANA DE BELO HORIZONTE,0.7878787878787878
Conquista,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7142857142857143
Conselheiro Lafaiete,METROPOLITANA DE BELO HORIZONTE,0.8615664845173042
Conselheiro Pena,VALE DO RIO DOCE,0.9014084507042254
Consolação,SUL/SUDOESTE DE MINAS,0.8333333333333334
Contagem,METROPOLITANA DE BELO HORIZONTE,0.8661295320731329
Coqueiral,SUL/SUDOESTE DE MINAS,0.8360655737704918
Coração de Jesus,NORTE DE MINAS,0.8521739130434782
Cordisburgo,METROPOLITANA DE BELO HORIZONTE,0.8387096774193549
Cordislândia,SUL/SUDOESTE DE MINAS,0.8235294117647058
Corinto,CENTRAL MINEIRA,0.8571428571428571
Coroaci,VALE DO RIO DOCE,0.7105263157894737
Coromandel,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8105263157894737
Coronel Fabriciano,VALE DO RIO DOCE,0.7849898580121704
Coronel Murta,JEQUITINHONHA,0.8723404255319149
Coronel Pacheco,ZONA DA MATA,0.7142857142857143
Coronel Xavier Chaves,CAMPO DAS VERTENTES,0.8571428571428571
Couto de Magalhães de Minas,JEQUITINHONHA,0.9183673469387755
Cristais,OESTE DE MINAS,0.7307692307692307
Cristiano Otoni,METROPOLITANA DE BELO HORIZONTE,1.0
Cristina,SUL/SUDOESTE DE MINAS,0.9318181818181818
Cristália,NORTE DE MINAS,0.7352941176470589
Crisólita,VALE DO MUCURI,0.8888888888888888
Crucilândia,METROPOLITANA DE BELO HORIZONTE,0.8823529411764706
Cruzeiro da Fortaleza,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8518518518518519
Cruzília,SUL/SUDOESTE DE MINAS,0.8020833333333334
Cuparaque,VALE DO RIO DOCE,0.5789473684210527
Curral de Dentro,NORTE DE MINAS,0.7931034482758621
Curvelo,CENTRAL MINEIRA,0.8554778554778555
Cássia,SUL/SUDOESTE DE MINAS,0.8493150684931506
Córrego Danta,OESTE DE MINAS,0.6363636363636364
Córrego Fundo,OESTE DE MINAS,0.5769230769230769
Córrego Novo,VALE DO RIO DOCE,1.0
Córrego do Bom Jesus,SUL/SUDOESTE DE MINAS,0.8846153846153846
Cônego Marinho,NORTE DE MINAS,0.9310344827586207
Datas,JEQUITINHONHA,0.90625
Delfim Moreira,SUL/SUDOESTE DE MINAS,0.7586206896551724
Delfinópolis,SUL/SUDOESTE DE MINAS,0.8
Delta,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6938775510204082
Descoberto,ZONA DA MATA,0.9444444444444444
Desterro de Entre Rios,METROPOLITANA DE BELO HORIZONTE,0.8478260869565217
Desterro do Melo,CAMPO DAS VERTENTES,0.7777777777777778
Diamantina,JEQUITINHONHA,0.85
Diogo de Vasconcelos,METROPOLITANA DE BELO HORIZONTE,0.8
Dionísio,METROPOLITANA DE BELO HORIZONTE,0.8
Divino,ZONA DA MATA,0.8809523809523809
Divino das Laranjeiras,VALE DO RIO DOCE,0.5294117647058824
Divinolândia de Minas,VALE DO RIO DOCE,0.9444444444444444
Divinésia,ZONA DA MATA,0.95
Divinópolis,OESTE DE MINAS,0.8936899862825789
Divisa Alegre,NORTE DE MINAS,0.8448275862068966
Divisa Nova,SUL/SUDOESTE DE MINAS,0.75
Divisópolis,JEQUITINHONHA,0.8627450980392157
Dom Bosco,NOROESTE DE MINAS,0.7916666666666666
Dom Cavati,VALE DO RIO DOCE,0.7380952380952381
Dom Joaquim,METROPOLITANA DE BELO HORIZONTE,0.8695652173913043
Dom Silvério,ZONA DA MATA,0.8636363636363636
Dom Viçoso,SUL/SUDOESTE DE MINAS,0.7333333333333333
Dona Euzébia,ZONA DA MATA,0.75
Dores de Campos,CAMPO DAS VERTENTES,0.8958333333333334
Dores de Guanhães,VALE DO RIO DOCE,0.8571428571428571
Dores do Indaiá,CENTRAL MINEIRA,0.8833333333333333
Dores do Turvo,ZONA DA MATA,0.9722222222222222
Doresópolis,OESTE DE MINAS,0.6
Douradoquara,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.9166666666666666
Durandé,ZONA DA MATA,0.72
Elói Mendes,SUL/SUDOESTE DE MINAS,0.8818181818181818
Engenheiro Caldas,VALE DO RIO DOCE,0.8421052631578947
Engenheiro Navarro,NORTE DE MINAS,0.9696969696969697
Entre Folhas,VALE DO RIO DOCE,0.9534883720930233
Entre Rios de Minas,METROPOLITANA DE BELO HORIZONTE,0.8952380952380953
Ervália,ZONA DA MATA,0.8421052631578947
Esmeraldas,METROPOLITANA DE BELO HORIZONTE,0.8045112781954887
Espera Feliz,ZONA DA MATA,0.7672413793103449
Espinosa,NORTE DE MINAS,0.8867924528301887
Espírito Santo do Dourado,SUL/SUDOESTE DE MINAS,0.875
Estiva,SUL/SUDOESTE DE MINAS,0.813953488372093
Estrela Dalva,ZONA DA MATA,0.7777777777777778
Estrela do Indaiá,CENTRAL MINEIRA,0.8235294117647058
Estrela do Sul,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8372093023255814
Eugenópolis,ZONA DA MATA,0.8604651162790697
Ewbank da Câmara,ZONA DA MATA,0.8181818181818182
Extrema,SUL/SUDOESTE DE MINAS,0.6783625730994152
Fama,SUL/SUDOESTE DE MINAS,0.8333333333333334
Faria Lemos,ZONA DA MATA,0.8
Felisburgo,JEQUITINHONHA,0.5714285714285714
Felixlândia,CENTRAL MINEIRA,0.859375
Felício dos Santos,JEQUITINHONHA,0.75
Fernandes Tourinho,VALE DO RIO DOCE,0.8695652173913043
Ferros,METROPOLITANA DE BELO HORIZONTE,0.8035714285714286
Fervedouro,ZONA DA MATA,0.7101449275362319
Florestal,METROPOLITANA DE BELO HORIZONTE,0.9526315789473684
Formiga,OESTE DE MINAS,0.7304147465437788
Formoso,NOROESTE DE MINAS,0.7692307692307693
Fortaleza de Minas,SUL/SUDOESTE DE MINAS,0.9473684210526315
Fortuna de Minas,METROPOLITANA DE BELO HORIZONTE,0.7
Francisco Badaró,JEQUITINHONHA,0.8648648648648649
Francisco Dumont,NORTE DE MINAS,0.9230769230769231
Francisco Sá,NORTE DE MINAS,0.8691588785046729
Franciscópolis,VALE DO MUCURI,0.7
Frei Gaspar,VALE DO MUCURI,0.95
Frei Inocêncio,VALE DO RIO DOCE,0.9354838709677419
Frei Lagonegro,VALE DO RIO DOCE,0.8181818181818182
Fronteira,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7
Fronteira dos Vales,VALE DO MUCURI,0.9230769230769231
Fruta de Leite,NORTE DE MINAS,0.875
Frutal,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8830188679245283
Funilândia,METROPOLITANA DE BELO HORIZONTE,0.85
Galiléia,VALE DO RIO DOCE,0.6857142857142857
Gameleiras,NORTE DE MINAS,0.9615384615384616
Glaucilândia,NORTE DE MINAS,0.7777777777777778
Goiabeira,VALE DO RIO DOCE,0.9333333333333333
Goianá,ZONA DA MATA,0.9642857142857143
Gonzaga,VALE DO RIO DOCE,0.9545454545454546
Gonçalves,SUL/SUDOESTE DE MINAS,0.8695652173913043
Gouveia,JEQUITINHONHA,0.8488372093023255
Governador Valadares,VALE DO RIO DOCE,0.8553008595988538
Grupiara,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8571428571428571
Grão Mogol,NORTE DE MINAS,0.84375
Guanhães,VALE DO RIO DOCE,0.8091603053435115
Guapé,SUL/SUDOESTE DE MINAS,0.8615384615384616
Guaraciaba,ZONA DA MATA,0.9534883720930233
Guaraciama,NORTE DE MINAS,0.9375
Guarani,ZONA DA MATA,0.8888888888888888
Guaranésia,SUL/SUDOESTE DE MINAS,0.72
Guarará,ZONA DA MATA,0.7352941176470589
Guarda-Mor,NOROESTE DE MINAS,0.7666666666666667
Guaxupé,SUL/SUDOESTE DE MINAS,0.8425925925925926
Guidoval,ZONA DA MATA,0.8846153846153846
Guimarânia,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6756756756756757
Guiricema,ZONA DA MATA,0.9459459459459459
Gurinhatã,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8666666666666667
Heliodora,SUL/SUDOESTE DE MINAS,0.7142857142857143
Iapu,VALE DO RIO DOCE,0.8571428571428571
Ibertioga,CAMPO DAS VERTENTES,0.782608695652174
Ibiaí,NORTE DE MINAS,0.8484848484848485
Ibiracatu,NORTE DE MINAS,0.8275862068965517
Ibiraci,SUL/SUDOESTE DE MINAS,0.9090909090909091
Ibirité,METROPOLITANA DE BELO HORIZONTE,0.7694915254237288
Ibitiúra de Minas,SUL/SUDOESTE DE MINAS,0.7368421052631579
Ibituruna,OESTE DE MINAS,1.0
Ibiá,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.803921568627451
Icaraí de Minas,NORTE DE MINAS,0.8529411764705882
Igarapé,METROPOLITANA DE BELO HORIZONTE,0.844559585492228
Igaratinga,OESTE DE MINAS,0.7906976744186046
Iguatama,OESTE DE MINAS,0.7714285714285715
Ijaci,CAMPO DAS VERTENTES,0.9285714285714286
Ilicínea,SUL/SUDOESTE DE MINAS,0.911504424778761
Imbé de Minas,VALE DO RIO DOCE,0.76
Inconfidentes,SUL/SUDOESTE DE MINAS,0.9517241379310345
Indaiabira,NORTE DE MINAS,0.8611111111111112
Indianópolis,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8076923076923077
Ingaí,CAMPO DAS VERTENTES,0.8888888888888888
Inhapim,VALE DO RIO DOCE,0.7777777777777778
Inhaúma,METROPOLITANA DE BELO HORIZONTE,0.7045454545454546
Inimutaba,CENTRAL MINEIRA,0.9230769230769231
Ipaba,VALE DO RIO DOCE,0.6956521739130435
Ipanema,VALE DO RIO DOCE,0.7475728155339806
Ipatinga,VALE DO RIO DOCE,0.849426063470628
Ipiaçu,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8571428571428571
Ipuiúna,SUL/SUDOESTE DE MINAS,0.7037037037037037
Iraí de Minas,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8484848484848485
Itabira,METROPOLITANA DE BELO HORIZONTE,0.8646864686468647
Itabirinha,VALE DO RIO DOCE,0.9047619047619048
Itabirito,METROPOLITANA DE BELO HORIZONTE,0.839041095890411
Itacambira,NORTE DE MINAS,0.7567567567567568
Itacarambi,NORTE DE MINAS,0.8051948051948052
Itaguara,METROPOLITANA DE BELO HORIZONTE,0.8431372549019608
Itaipé,VALE DO MUCURI,0.8461538461538461
Itajubá,SUL/SUDOESTE DE MINAS,0.866877971473851
Itamarandiba,JEQUITINHONHA,0.8029197080291971
Itamarati de Minas,ZONA DA MATA,0.8571428571428571
Itambacuri,VALE DO RIO DOCE,0.8383838383838383
Itambé do Mato Dentro,METROPOLITANA DE BELO HORIZONTE,0.9230769230769231
Itamogi,SUL/SUDOESTE DE MINAS,0.7692307692307693
Itamonte,SUL/SUDOESTE DE MINAS,0.8375
Itanhandu,SUL/SUDOESTE DE MINAS,0.9156626506024096
Itanhomi,VALE DO RIO DOCE,0.7631578947368421
Itaobim,JEQUITINHONHA,0.7282608695652174
Itapagipe,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8412698412698413
Itapecerica,OESTE DE MINAS,0.825
Itapeva,SUL/SUDOESTE DE MINAS,0.7301587301587301
Itatiaiuçu,METROPOLITANA DE BELO HORIZONTE,0.7192982456140351
Itaverava,METROPOLITANA DE BELO HORIZONTE,0.7692307692307693
Itaú de Minas,SUL/SUDOESTE DE MINAS,0.8636363636363636
Itaúna,OESTE DE MINAS,0.8423326133909287
Itinga,JEQUITINHONHA,0.8378378378378378
Itueta,VALE DO RIO DOCE,0.6
Ituiutaba,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8553459119496856
Itumirim,CAMPO DAS VERTENTES,0.9302325581395349
Iturama,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8007380073800738
Itutinga,CAMPO DAS VERTENTES,0.9444444444444444
JEQUITINHONHA,JEQUITINHONHA,0.7926829268292683
Jaboticatubas,METROPOLITANA DE BELO HORIZONTE,0.8026315789473685
Jacinto,JEQUITINHONHA,0.8484848484848485
Jacutinga,SUL/SUDOESTE DE MINAS,0.7394957983193278
Jacuí,SUL/SUDOESTE DE MINAS,0.8260869565217391
Jaguaraçu,VALE DO RIO DOCE,0.8571428571428571
Jampruca,VALE DO RIO DOCE,0.9090909090909091
Janaúba,NORTE DE MINAS,0.8910369068541301
Januária,NORTE DE MINAS,0.8774617067833698
Japaraíba,CENTRAL MINEIRA,0.9473684210526315
Japonvar,NORTE DE MINAS,0.813953488372093
Jaíba,NORTE DE MINAS,0.7584269662921348
Jeceaba,METROPOLITANA DE BELO HORIZONTE,0.8333333333333334
Jenipapo de Minas,JEQUITINHONHA,0.8048780487804879
Jequeri,ZONA DA MATA,0.8360655737704918
Jequitaí,NORTE DE MINAS,0.9047619047619048
Jequitibá,METROPOLITANA DE BELO HORIZONTE,0.7272727272727273
Jesuânia,SUL/SUDOESTE DE MINAS,0.7857142857142857
Joanésia,VALE DO RIO DOCE,0.6
Joaquim Felício,CENTRAL MINEIRA,0.7777777777777778
Joaíma,JEQUITINHONHA,0.7924528301886793
Jordânia,JEQUITINHONHA,0.9310344827586207
Josenópolis,NORTE DE MINAS,0.8888888888888888
José Gonçalves de Minas,JEQUITINHONHA,0.8888888888888888
José Raydan,VALE DO RIO DOCE,0.72
João Monlevade,METROPOLITANA DE BELO HORIZONTE,0.9189686924493554
João Pinheiro,NOROESTE DE MINAS,0.8346774193548387
Juatuba,METROPOLITANA DE BELO HORIZONTE,0.8873239436619719
Juiz de Fora,ZONA DA MATA,0.8756137479541735
Juramento,NORTE DE MINAS,1.0
Juruaia,SUL/SUDOESTE DE MINAS,0.676923076923077
Juvenília,NORTE DE MINAS,0.96875
Ladainha,VALE DO MUCURI,0.8478260869565217
Lagamar,NOROESTE DE MINAS,0.8333333333333334
Lagoa Dourada,CAMPO DAS VERTENTES,0.8503937007874016
Lagoa Formosa,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8557692307692307
Lagoa Grande,NOROESTE DE MINAS,0.7547169811320755
Lagoa Santa,METROPOLITANA DE BELO HORIZONTE,0.8769716088328076
Lagoa da Prata,CENTRAL MINEIRA,0.7846153846153846
Lagoa dos Patos,NORTE DE MINAS,0.76
Lajinha,ZONA DA MATA,0.6470588235294118
Lambari,SUL/SUDOESTE DE MINAS,0.82
Lamim,ZONA DA MATA,0.7666666666666667
Laranjal,ZONA DA MATA,0.5769230769230769
Lassance,NORTE DE MINAS,0.9090909090909091
Lavras,CAMPO DAS VERTENTES,0.9248826291079812
Leandro Ferreira,CENTRAL MINEIRA,0.9333333333333333
Leme do Prado,JEQUITINHONHA,0.9365079365079365
Leopoldina,ZONA DA MATA,0.8612903225806452
Liberdade,SUL/SUDOESTE DE MINAS,0.84
Lima Duarte,ZONA DA MATA,0.8217821782178217
Limeira do Oeste,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7954545454545454
Lontra,NORTE DE MINAS,0.9076923076923077
Luisburgo,ZONA DA MATA,0.75
Luislândia,NORTE DE MINAS,1.0
Luminárias,CAMPO DAS VERTENTES,0.7391304347826086
Luz,CENTRAL MINEIRA,0.859375
Machacalis,VALE DO MUCURI,0.78125
Machado,SUL/SUDOESTE DE MINAS,0.8037735849056604
Madre de Deus de Minas,CAMPO DAS VERTENTES,0.8148148148148148
Malacacheta,VALE DO MUCURI,0.8469387755102041
Mamonas,NORTE DE MINAS,0.5925925925925926
Manga,NORTE DE MINAS,0.8415841584158416
