NO_MUNICIPIO_ESC,MESORREGIAO,PRESENCA
Manhuaçu,ZONA DA MATA,0.8375870069605569
Manhumirim,ZONA DA MATA,0.8243243243243243
Mantena,VALE DO RIO DOCE,0.7899159663865546
Mar de Espanha,ZONA DA MATA,0.7681159420289855
Maravilhas,METROPOLITANA DE BELO HORIZONTE,0.8723404255319149
Maria da Fé,SUL/SUDOESTE DE MINAS,0.865979381443299
Mariana,METROPOLITANA DE BELO HORIZONTE,0.8382352941176471
Marilac,VALE DO RIO DOCE,0.6666666666666666
Maripá de Minas,ZONA DA MATA,0.8823529411764706
Marliéria,VALE DO RIO DOCE,0.8125
Marmelópolis,SUL/SUDOESTE DE MINAS,0.8181818181818182
Martinho Campos,CENTRAL MINEIRA,0.7924528301886793
Martins Soares,ZONA DA MATA,0.8620689655172413
Mata Verde,JEQUITINHONHA,0.8285714285714286
Materlândia,VALE DO RIO DOCE,0.9
Mateus Leme,METROPOLITANA DE BELO HORIZONTE,0.7960526315789473
Mathias Lobato,VALE DO RIO DOCE,1.0
Matias Barbosa,ZONA DA MATA,0.863013698630137
Matias Cardoso,NORTE DE MINAS,0.7619047619047619
Matipó,ZONA DA MATA,0.7767857142857143
Mato Verde,NORTE DE MINAS,0.8309859154929577
Matozinhos,METROPOLITANA DE BELO HORIZONTE,0.8465909090909091
Matutina,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.782608695652174
Medeiros,OESTE DE MINAS,0.8461538461538461
Medina,JEQUITINHONHA,0.8461538461538461
Mendes Pimentel,VALE DO RIO DOCE,0.7777777777777778
Mercês,ZONA DA MATA,0.6818181818181818
Mesquita,VALE DO RIO DOCE,0.8235294117647058
Minas Novas,JEQUITINHONHA,0.861878453038674
Minduri,SUL/SUDOESTE DE MINAS,0.8235294117647058
Mirabela,NORTE DE MINAS,0.84
Miradouro,ZONA DA MATA,0.82
Miravânia,NORTE DE MINAS,0.7777777777777778
Miraí,ZONA DA MATA,0.864406779661017
Moeda,METROPOLITANA DE BELO HORIZONTE,0.7916666666666666
Moema,CENTRAL MINEIRA,0.75
Monjolos,CENTRAL MINEIRA,0.9375
Monsenhor Paulo,SUL/SUDOESTE DE MINAS,0.6829268292682927
Montalvânia,NORTE DE MINAS,0.9036144578313253
Monte Alegre de Minas,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.9577464788732394
Monte Azul,NORTE DE MINAS,0.9036144578313253
Monte Belo,SUL/SUDOESTE DE MINAS,0.7608695652173914
Monte Carmelo,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8
Monte Formoso,JEQUITINHONHA,0.782608695652174
Monte Santo de Minas,SUL/SUDOESTE DE MINAS,0.8737864077669902
Monte Sião,SUL/SUDOESTE DE MINAS,0.7737226277372263
Montes Claros,NORTE DE MINAS,0.8879476318829419
Montezuma,NORTE DE MINAS,0.8571428571428571
Morada Nova de Minas,CENTRAL MINEIRA,0.7586206896551724
Morro da Garça,CENTRAL MINEIRA,0.875
Morro do Pilar,METROPOLITANA DE BELO HORIZONTE,0.8125
Munhoz,SUL/SUDOESTE DE MINAS,0.8947368421052632
Muriaé,ZONA DA MATA,0.8608695652173913
Mutum,VALE DO RIO DOCE,0.7403846153846154
Muzambinho,SUL/SUDOESTE DE MINAS,0.8931034482758621
Mário Campos,METROPOLITANA DE BELO HORIZONTE,0.7230769230769231
Nacip Raydan,VALE DO RIO DOCE,0.7
Nanuque,VALE DO MUCURI,0.8775510204081632
Naque,VALE DO RIO DOCE,0.631578947368421
Natalândia,NOROESTE DE MINAS,0.7872340425531915
Natércia,SUL/SUDOESTE DE MINAS,0.8666666666666667
Nazareno,CAMPO DAS VERTENTES,0.8809523809523809
Nepomuceno,CAMPO DAS VERTENTES,0.9274193548387096
Ninheira,NORTE DE MINAS,0.9375
Nova Belém,VALE DO RIO DOCE,0.6666666666666666
Nova Era,METROPOLITANA DE BELO HORIZONTE,0.9473684210526315
Nova Lima,METROPOLITANA DE BELO HORIZONTE,0.8587196467991169
Nova Módica,VALE DO RIO DOCE,0.8
Nova Ponte,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.75
Nova Porteirinha,NORTE DE MINAS,0.782608695652174
Nova Resende,SUL/SUDOESTE DE MINAS,0.7435897435897436
Nova Serrana,OESTE DE MINAS,0.6745283018867925
Nova União,METROPOLITANA DE BELO HORIZONTE,0.8780487804878049
Novo Cruzeiro,JEQUITINHONHA,0.8540145985401459
Novo Oriente de Minas,VALE DO MUCURI,0.8571428571428571
Novorizonte,NORTE DE MINAS,0.8571428571428571
Olaria,ZONA DA MATA,0.92
Olhos-d'Água,NORTE DE MINAS,0.9210526315789473
Oliveira,OESTE DE MINAS,0.9293478260869565
Oliveira Fortes,ZONA DA MATA,0.875
Olímpio Noronha,SUL/SUDOESTE DE MINAS,0.6875
Onça de Pitangui,METROPOLITANA DE BELO HORIZONTE,1.0
Oratórios,ZONA DA MATA,0.7209302325581395
Orizânia,ZONA DA MATA,0.7407407407407407
Ouro Branco,METROPOLITANA DE BELO HORIZONTE,0.9003690036900369
Ouro Fino,SUL/SUDOESTE DE MINAS,0.6641221374045801
Ouro Preto,METROPOLITANA DE BELO HORIZONTE,0.9466911764705882
Ouro Verde de Minas,VALE DO MUCURI,0.7368421052631579
Padre Carvalho,NORTE DE MINAS,0.9473684210526315
Padre Paraíso,JEQUITINHONHA,0.711864406779661
Pai Pedro,NORTE DE MINAS,1.0
Paineiras,CENTRAL MINEIRA,1.0
Pains,OESTE DE MINAS,0.8333333333333334
Paiva,ZONA DA MATA,0.6666666666666666
Palma,ZONA DA MATA,0.8461538461538461
Palmópolis,JEQUITINHONHA,0.6666666666666666
Papagaios,METROPOLITANA DE BELO HORIZONTE,0.7580645161290323
Paracatu,NOROESTE DE MINAS,0.8241935483870968
Paraguaçu,SUL/SUDOESTE DE MINAS,0.7674418604651163
Paraisópolis,SUL/SUDOESTE DE MINAS,0.8266666666666667
Paraopeba,METROPOLITANA DE BELO HORIZONTE,0.8345864661654135
Pará de Minas,METROPOLITANA DE BELO HORIZONTE,0.8329938900203666
Passa Quatro,SUL/SUDOESTE DE MINAS,0.6666666666666666
Passa Tempo,OESTE DE MINAS,0.8571428571428571
Passa Vinte,SUL/SUDOESTE DE MINAS,0.9
Passabém,METROPOLITANA DE BELO HORIZONTE,0.8181818181818182
Passos,SUL/SUDOESTE DE MINAS,0.8627450980392157
Patis,NORTE DE MINAS,0.9142857142857143
Patos de Minas,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8422818791946308
Patrocínio,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8624229979466119
Patrocínio do Muriaé,ZONA DA MATA,0.7142857142857143
Paula Cândido,ZONA DA MATA,0.9074074074074074
Paulistas,VALE DO RIO DOCE,0.7777777777777778
Pavão,VALE DO MUCURI,0.9333333333333333
Pedra Azul,JEQUITINHONHA,0.691358024691358
Pedra Bonita,ZONA DA MATA,0.9285714285714286
Pedra Dourada,ZONA DA MATA,0.6410256410256411
Pedra do Anta,ZONA DA MATA,0.9545454545454546
Pedra do Indaiá,OESTE DE MINAS,0.7037037037037037
Pedralva,SUL/SUDOESTE DE MINAS,0.9464285714285714
Pedras de Maria da Cruz,NORTE DE MINAS,0.8108108108108109
Pedrinópolis,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8888888888888888
Pedro Leopoldo,METROPOLITANA DE BELO HORIZONTE,0.8798586572438163
Pedro Teixeira,ZONA DA MATA,0.8181818181818182
Pequeri,ZONA DA MATA,0.8571428571428571
Pequi,METROPOLITANA DE BELO HORIZONTE,0.5625
Perdigão,OESTE DE MINAS,0.7241379310344828
Perdizes,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6867469879518072
Perdões,OESTE DE MINAS,0.873015873015873
Periquito,VALE DO RIO DOCE,0.6666666666666666
Pescador,VALE DO RIO DOCE,0.7777777777777778
Peçanha,VALE DO RIO DOCE,0.8518518518518519
Piau,ZONA DA MATA,1.0
Piedade de Caratinga,VALE DO RIO DOCE,0.8055555555555556
Piedade de Ponte Nova,ZONA DA MATA,1.0
Piedade do Rio Grande,CAMPO DAS VERTENTES,0.7586206896551724
Piedade dos Gerais,METROPOLITANA DE BELO HORIZONTE,0.7333333333333333
Pimenta,OESTE DE MINAS,0.7936507936507936
Pingo d'Água,VALE DO RIO DOCE,0.8947368421052632
Pintópolis,NORTE DE MINAS,0.8095238095238095
Piracema,OESTE DE MINAS,0.9375
Pirajuba,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.85
Piranga,ZONA DA MATA,0.9017857142857143
Piranguinho,SUL/SUDOESTE DE MINAS,0.8163265306122449
Piranguçu,SUL/SUDOESTE DE MINAS,0.9
Pirapetinga,ZONA DA MATA,0.7222222222222222
Pirapora,NORTE DE MINAS,0.8739837398373984
Piraúba,ZONA DA MATA,0.5967741935483871
Pitangui,METROPOLITANA DE BELO HORIZONTE,0.8515625
Piumhi,OESTE DE MINAS,0.8181818181818182
Planura,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8076923076923077
Pocrane,VALE DO RIO DOCE,0.8055555555555556
Pompéu,CENTRAL MINEIRA,0.8181818181818182
Ponte Nova,ZONA DA MATA,0.8712574850299402
Ponto Chique,NORTE DE MINAS,0.7727272727272727
Ponto dos Volantes,JEQUITINHONHA,0.8245614035087719
Porteirinha,NORTE DE MINAS,0.88
Porto Firme,ZONA DA MATA,0.88
Poté,VALE DO MUCURI,0.7872340425531915
Pouso Alegre,SUL/SUDOESTE DE MINAS,0.8403990024937655
Pouso Alto,SUL/SUDOESTE DE MINAS,0.7777777777777778
Poço Fundo,SUL/SUDOESTE DE MINAS,0.8831168831168831
Poços de Caldas,SUL/SUDOESTE DE MINAS,0.8250303766707169
Prados,CAMPO DAS VERTENTES,0.9761904761904762
Prata,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8467741935483871
Pratinha,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8333333333333334
Pratápolis,SUL/SUDOESTE DE MINAS,0.9333333333333333
Presidente Bernardes,ZONA DA MATA,0.875
Presidente Juscelino,CENTRAL MINEIRA,0.75
Presidente Kubitschek,JEQUITINHONHA,0.92
Presidente Olegário,NOROESTE DE MINAS,0.7444444444444445
Prudente de Morais,METROPOLITANA DE BELO HORIZONTE,0.9473684210526315
Quartel Geral,CENTRAL MINEIRA,0.9444444444444444
Queluzito,METROPOLITANA DE BELO HORIZONTE,0.8
Raposos,METROPOLITANA DE BELO HORIZONTE,0.9111111111111111
Raul Soares,ZONA DA MATA,0.9151515151515152
Recreio,ZONA DA MATA,0.8928571428571429
Reduto,ZONA DA MATA,0.4583333333333333
Resende Costa,CAMPO DAS VERTENTES,0.8923076923076924
Resplendor,VALE DO RIO DOCE,0.6285714285714286
Ressaquinha,CAMPO DAS VERTENTES,1.0
Riachinho,NORTE DE MINAS,0.7714285714285715
Riacho dos Machados,NORTE DE MINAS,0.7857142857142857
Ribeirão Vermelho,CAMPO DAS VERTENTES,0.8888888888888888
Ribeirão das Neves,METROPOLITANA DE BELO HORIZONTE,0.7840735068912711
Rio Acima,METROPOLITANA DE BELO HORIZONTE,0.75
Rio Casca,ZONA DA MATA,0.8571428571428571
Rio Doce,ZONA DA MATA,0.9166666666666666
Rio Espera,ZONA DA MATA,0.9230769230769231
Rio Manso,METROPOLITANA DE BELO HORIZONTE,0.90625
Rio Novo,ZONA DA MATA,0.8
Rio Paranaíba,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8771929824561403
Rio Pardo de Minas,NORTE DE MINAS,0.8
Rio Piracicaba,METROPOLITANA DE BELO HORIZONTE,0.7647058823529411
Rio Pomba,ZONA DA MATA,0.8714285714285714
Rio Preto,ZONA DA MATA,0.625
Rio Vermelho,METROPOLITANA DE BELO HORIZONTE,0.8082191780821918
Rio do Prado,JEQUITINHONHA,0.5294117647058824
Ritápolis,CAMPO DAS VERTENTES,0.9655172413793104
Rochedo de Minas,ZONA DA MATA,0.8888888888888888
Rodeiro,ZONA DA MATA,0.8095238095238095
Romaria,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.85
Rosário da Limeira,ZONA DA MATA,0.7647058823529411
Rubelita,NORTE DE MINAS,0.7714285714285715
Rubim,JEQUITINHONHA,0.8285714285714286
Sabará,METROPOLITANA DE BELO HORIZONTE,0.7925764192139738
Sabinópolis,VALE DO RIO DOCE,0.8857142857142857
Sacramento,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8360655737704918
Salinas,NORTE DE MINAS,0.9145569620253164
Salto da Divisa,JEQUITINHONHA,0.7142857142857143
Santa Bárbara,METROPOLITANA DE BELO HORIZONTE,0.8305084745762712
Santa Bárbara do Leste,VALE DO RIO DOCE,0.8695652173913043
Santa Bárbara do Monte Verde,ZONA DA MATA,0.8333333333333334
Santa Bárbara do Tugúrio,CAMPO DAS VERTENTES,0.7419354838709677
Santa Cruz de Minas,CAMPO DAS VERTENTES,0.7
Santa Cruz de Salinas,NORTE DE MINAS,0.8947368421052632
Santa Cruz do Escalvado,ZONA DA MATA,0.9090909090909091
Santa Efigênia de Minas,VALE DO RIO DOCE,0.8421052631578947
Santa Fé de Minas,NORTE DE MINAS,1.0
Santa Helena de Minas,VALE DO MUCURI,0.967741935483871
Santa Juliana,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8148148148148148
Santa Luzia,METROPOLITANA DE BELO HORIZONTE,0.8291621327529923
Santa Margarida,ZONA DA MATA,0.8888888888888888
Santa Maria de Itabira,METROPOLITANA DE BELO HORIZONTE,0.7857142857142857
Santa Maria do Salto,JEQUITINHONHA,1.0
Santa Maria do Suaçuí,VALE DO RIO DOCE,0.847457627118644
Santa Rita de Caldas,SUL/SUDOESTE DE MINAS,0.75
Santa Rita de Ibitipoca,ZONA DA MATA,0.7727272727272727
Santa Rita de Jacutinga,ZONA DA MATA,0.9565217391304348
Santa Rita de Minas,VALE DO RIO DOCE,0.7567567567567568
Santa Rita do Itueto,VALE DO RIO DOCE,0.5555555555555556
Santa Rita do Sapucaí,SUL/SUDOESTE DE MINAS,0.8132780082987552
Santa Rosa da Serra,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8095238095238095
Santa Vitória,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7866666666666666
Santana da Vargem,SUL/SUDOESTE DE MINAS,0.7647058823529411
Santana de Cataguases,ZONA DA MATA,0.8181818181818182
Santana de Pirapama,METROPOLITANA DE BELO HORIZONTE,0.7407407407407407
Santana do Deserto,ZONA DA MATA,0.8
Santana do Garambéu,CAMPO DAS VERTENTES,0.9166666666666666
Santana do Jacaré,OESTE DE MINAS,0.7352941176470589
Santana do Manhuaçu,ZONA DA MATA,1.0
Santana do Paraíso,VALE DO RIO DOCE,0.6702127659574468
Santana do Riacho,METROPOLITANA DE BELO HORIZONTE,0.88
Santana dos Montes,METROPOLITANA DE BELO HORIZONTE,0.8571428571428571
Santo Antônio do Amparo,OESTE DE MINAS,0.8467741935483871
Santo Antônio do Aventureiro,ZONA DA MATA,0.8260869565217391
Santo Antônio do Grama,ZONA DA MATA,0.8333333333333334
Santo Antônio do Itambé,METROPOLITANA DE BELO HORIZONTE,0.9473684210526315
Santo Antônio do Jacinto,JEQUITINHONHA,0.8888888888888888
Santo Antônio do Monte,OESTE DE MINAS,0.8244274809160306
Santo Antônio do Retiro,NORTE DE MINAS,0.6785714285714286
Santo Antônio do Rio Abaixo,METROPOLITANA DE BELO HORIZONTE,0.9230769230769231
Santo Hipólito,CENTRAL MINEIRA,0.7272727272727273
Santos Dumont,ZONA DA MATA,0.8872180451127819
Sapucaí-Mirim,SUL/SUDOESTE DE MINAS,0.8620689655172413
Sardoá,VALE DO RIO DOCE,0.90625
Sarzedo,METROPOLITANA DE BELO HORIZONTE,0.808
Sem-Peixe,ZONA DA MATA,0.95
Senador Amaral,SUL/SUDOESTE DE MINAS,0.6470588235294118
Senador Cortes,ZONA DA MATA,0.7333333333333333
Senador Firmino,ZONA DA MATA,0.7884615384615384
Senador José Bento,SUL/SUDOESTE DE MINAS,0.8666666666666667
Senador Modestino Gonçalves,JEQUITINHONHA,0.9512195121951219
Senhora de Oliveira,ZONA DA MATA,0.9523809523809523
Senhora do Porto,VALE DO RIO DOCE,0.5555555555555556
Senhora dos Remédios,CAMPO DAS VERTENTES,0.918918918918919
Sericita,ZONA DA MATA,0.7555555555555555
Seritinga,SUL/SUDOESTE DE MINAS,0.8666666666666667
Serra Azul de Minas,METROPOLITANA DE BELO HORIZONTE,0.6
Serra do Salitre,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.803030303030303
Serra dos Aimorés,VALE DO MUCURI,0.9
Serrania,SUL/SUDOESTE DE MINAS,0.75
Serranos,SUL/SUDOESTE DE MINAS,0.56
Serranópolis de Minas,NORTE DE MINAS,0.7333333333333333
Serro,METROPOLITANA DE BELO HORIZONTE,0.8666666666666667
Sete Lagoas,METROPOLITANA DE BELO HORIZONTE,0.8635990139687757
Setubinha,VALE DO MUCURI,0.8285714285714286
Silveirânia,ZONA DA MATA,0.7666666666666667
Silvianópolis,SUL/SUDOESTE DE MINAS,0.6470588235294118
Simonésia,ZONA DA MATA,0.7049180327868853
Simão Pereira,ZONA DA MATA,0.8333333333333334
Sobrália,VALE DO RIO DOCE,0.9130434782608695
Soledade de Minas,SUL/SUDOESTE DE MINAS,0.7272727272727273
São Bento Abade,SUL/SUDOESTE DE MINAS,0.7083333333333334
São Brás do Suaçuí,METROPOLITANA DE BELO HORIZONTE,0.9411764705882353
São Domingos das Dores,VALE DO RIO DOCE,0.6444444444444445
São Domingos do Prata,METROPOLITANA DE BELO HORIZONTE,0.92
São Francisco,NORTE DE MINAS,0.8421052631578947
São Francisco de Paula,OESTE DE MINAS,0.8717948717948718
São Francisco de Sales,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8055555555555556
São Francisco do Glória,ZONA DA MATA,0.9090909090909091
São Félix de Minas,VALE DO RIO DOCE,1.0
São Geraldo,ZONA DA MATA,0.8571428571428571
São Geraldo da Piedade,VALE DO RIO DOCE,0.8333333333333334
São Geraldo do Baixio,VALE DO RIO DOCE,0.8333333333333334
São Gonçalo do Abaeté,NOROESTE DE MINAS,0.8181818181818182
São Gonçalo do Pará,OESTE DE MINAS,0.6923076923076923
São Gonçalo do Rio Abaixo,METROPOLITANA DE BELO HORIZONTE,0.8541666666666666
São Gonçalo do Rio Preto,JEQUITINHONHA,0.8260869565217391
São Gonçalo do Sapucaí,SUL/SUDOESTE DE MINAS,0.83125
São Gotardo,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8461538461538461
São Joaquim de Bicas,METROPOLITANA DE BELO HORIZONTE,0.7322834645669292
São José da Barra,SUL/SUDOESTE DE MINAS,0.8484848484848485
São José da Lapa,METROPOLITANA DE BELO HORIZONTE,0.8972602739726028
São José da Safira,VALE DO RIO DOCE,0.6666666666666666
São José da Varginha,METROPOLITANA DE BELO HORIZONTE,0.9130434782608695
São José do Alegre,SUL/SUDOESTE DE MINAS,0.8888888888888888
São José do Divino,VALE DO RIO DOCE,0.7368421052631579
São José do Goiabal,METROPOLITANA DE BELO HORIZONTE,0.5
São José do Jacuri,VALE DO RIO DOCE,0.9285714285714286
São José do Mantimento,ZONA DA MATA,0.9
São João Batista do Glória,SUL/SUDOESTE DE MINAS,0.75
São João Evangelista,VALE DO RIO DOCE,0.9411764705882353
São João Nepomuceno,ZONA DA MATA,0.8738738738738738
São João da Lagoa,NORTE DE MINAS,0.7666666666666667
São João da Mata,SUL/SUDOESTE DE MINAS,0.9
São João da Ponte,NORTE DE MINAS,0.8222222222222222
São João das Missões,NORTE DE MINAS,0.8666666666666667
São João del Rei,CAMPO DAS VERTENTES,0.8849407783417935
São João do Manhuaçu,ZONA DA MATA,0.8085106382978723
São João do Manteninha,VALE DO RIO DOCE,0.8823529411764706
São João do Oriente,VALE DO RIO DOCE,0.7317073170731707
São João do Pacuí,NORTE DE MINAS,0.7777777777777778
São João do Paraíso,NORTE DE MINAS,0.9
São Lourenço,SUL/SUDOESTE DE MINAS,0.8356643356643356
São Miguel do Anta,ZONA DA MATA,0.8648648648648649
São Pedro da União,SUL/SUDOESTE DE MINAS,0.8
São Pedro do Suaçuí,VALE DO RIO DOCE,0.7741935483870968
São Pedro dos Ferros,ZONA DA MATA,0.8529411764705882
São Romão,NORTE DE MINAS,0.9047619047619048
São Roque de Minas,OESTE DE MINAS,0.9375
São Sebastião da Bela Vista,SUL/SUDOESTE DE MINAS,0.8846153846153846
São Sebastião da Vargem Alegre,ZONA DA MATA,0.8125
São Sebastião do Anta,VALE DO RIO DOCE,0.8076923076923077
São Sebastião do Maranhão,VALE DO RIO DOCE,0.7916666666666666
São Sebastião do Oeste,OESTE DE MINAS,0.7857142857142857
São Sebastião do Paraíso,SUL/SUDOESTE DE MINAS,0.7832167832167832
São Sebastião do Rio Preto,METROPOLITANA DE BELO HORIZONTE,0.875
São Sebastião do Rio Verde,SUL/SUDOESTE DE MINAS,0.9375
São Thomé das Letras,SUL/SUDOESTE DE MINAS,0.5862068965517241
São Tiago,CAMPO DAS VERTENTES,0.868421052631579
São Tomás de Aquino,SUL/SUDOESTE DE MINAS,0.6818181818181818
São Vicente de Minas,SUL/SUDOESTE DE MINAS,0.9473684210526315
Tabuleiro,ZONA DA MATA,1.0
Taiobeiras,NORTE DE MINAS,0.8413461538461539
Taparuba,VALE DO RIO DOCE,0.8571428571428571
Tapira,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8125
Tapiraí,OESTE DE MINAS,0.8571428571428571
Taquaraçu de Minas,METROPOLITANA DE BELO HORIZONTE,0.7727272727272727
Tarumirim,VALE DO RIO DOCE,0.8518518518518519
Teixeiras,ZONA DA MATA,0.92
Teófilo Otoni,VALE DO MUCURI,0.8660351826792964
Timóteo,VALE DO RIO DOCE,0.9065420560747663
Tiradentes,CAMPO DAS VERTENTES,0.8846153846153846
Tiros,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.9
Tocantins,ZONA DA MATA,0.8888888888888888
Tocos do Moji,SUL/SUDOESTE DE MINAS,0.896551724137931
Toledo,SUL/SUDOESTE DE MINAS,0.52
Tombos,ZONA DA MATA,0.8095238095238095
Três Corações,SUL/SUDOESTE DE MINAS,0.799410029498525
Três Marias,CENTRAL MINEIRA,0.8896551724137931
Três Pontas,SUL/SUDOESTE DE MINAS,0.8395522388059702
Tumiritinga,VALE DO RIO DOCE,0.7916666666666666
Tupaciguara,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8737864077669902
Turmalina,JEQUITINHONHA,0.8974358974358975
Turvolândia,SUL/SUDOESTE DE MINAS,0.8095238095238095
Ubaporanga,VALE DO RIO DOCE,0.7848101265822784
Ubaí,NORTE DE MINAS,0.7027027027027027
Uberaba,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8195354377605718
Uberlândia,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8657805577273912
Ubá,ZONA DA MATA,0.8697604790419161
Umburatiba,VALE DO MUCURI,0.5833333333333334
Unaí,NOROESTE DE MINAS,0.8410138248847926
União de Minas,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8076923076923077
Uruana de Minas,NOROESTE DE MINAS,0.7441860465116279
Urucuia,NORTE DE MINAS,0.8636363636363636
Urucânia,ZONA DA MATA,0.875
Vargem Alegre,VALE DO RIO DOCE,0.9285714285714286
Vargem Bonita,OESTE DE MINAS,0.9166666666666666
Vargem Grande do Rio Pardo,NORTE DE MINAS,0.8378378378378378
Varginha,SUL/SUDOESTE DE MINAS,0.8495460440985733
Varjão de Minas,NOROESTE DE MINAS,0.896551724137931
Varzelândia,NORTE DE MINAS,0.8214285714285714
Vazante,NOROESTE DE MINAS,0.8918918918918919
Verdelândia,NORTE DE MINAS,0.7083333333333334
Veredinha,JEQUITINHONHA,0.8571428571428571
Vermelho Novo,ZONA DA MATA,0.8461538461538461
Veríssimo,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.9411764705882353
Vespasiano,METROPOLITANA DE BELO HORIZONTE,0.8007968127490039
Vieiras,ZONA DA MATA,0.8275862068965517
Virgem da Lapa,JEQUITINHONHA,0.8852459016393442
Virginópolis,VALE DO RIO DOCE,0.9333333333333333
Virgolândia,VALE DO RIO DOCE,0.9444444444444444
Virgínia,SUL/SUDOESTE DE MINAS,0.8333333333333334
Visconde do Rio Branco,ZONA DA MATA,0.8483412322274881
Viçosa,ZONA DA MATA,0.9421128798842258
Volta Grande,ZONA DA MATA,0.8
Várzea da Palma,NORTE DE MINAS,0.8129496402877698
Wenceslau Braz,SUL/SUDOESTE DE MINAS,0.8888888888888888
Água Boa,VALE DO RIO DOCE,0.7368421052631579
Água Comprida,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,1.0
Águas Formosas,VALE DO MUCURI,0.9102564102564102
Águas Vermelhas,NORTE DE MINAS,0.8545454545454545
